Company Name,Website,City,Address,Company Stage,Focus Areas
Fabric Genomics,https://www.fabricgenomics.com/,Oakland,"436 14th St Suite 1300, Oakland, CA 94612, USA",Unknown,Computational genomics
Factorial Biotechnologies,http://www.orcabio.com/,San Carlos,"3475 Edison Way C, Menlo Park, CA 94025, USA",Unknown,Diagnostics
Faeth Therapeutics,,San Francisco,,,Nutrition Program to Enhance Cancer Therapy
Fauna Bio,http://www.faunabio.com/,Emeryville,"6460 Hollis St Suite A, Emeryville, CA 94608, USA",Tools/Services/CDMO,Cross-Mammalian Genomics for Human Health
Fe Pharmaceuticals,https://www.drenbio.com/,Redwood City,"835 Industrial Rd Suite 400, San Carlos, CA 94070, USA",Unknown,Iron-binding Copolymer
FemDx Medsystems,http://avail.io/,Santa Clara,"2953 Bunker Hill Ln, Santa Clara, CA 95054, USA",Unknown,Falloposcope
FibrAlign,http://www.fibralignbio.com/,Union City,"32930 Alvarado-Niles Rd #350, Union City, CA 94587, USA",Unknown,"Collagen-based matrices, which can mimic different tissue patterns"
FibroGen,Inc.,https://www.fibrogen.com,South San Francisco,"350 Bay St, Ste 100, South San Francisco, CA 94080",Commercial-Stage Biotech
Firefly Bio,https://fireflybiologics.com/,South San Francisco,"201 Haskins Way, South San Francisco, CA 94080, USA",Unknown,Degrader-antibody conjugates
Flightpath Biosciences,https://www.imdpath.com/,Berkeley,"3017 Telegraph Ave # 100, Berkeley, CA 94705, USA",Unknown,Reformulations for Tick-borne Diseases
Florica Therapeutics,http://www.eurekatherapeutics.com/,Livermore,"5858 Horton St #370, Emeryville, CA 94608, USA",Pre-clinical/Startup,Exosome-based therapeutics to increase lifespan and deter neurological diseases of aging
FormuMax,http://www.liposomeexpert.com/,Sunnyvale,"1230 Bordeaux Dr, Sunnyvale, CA 94089, USA",Tools/Services/CDMO,"Liposomes, transfection supplies"
Fountain Therapeutics,http://www.adaptivebiotech.com/,South San Francisco,"2 Tower Pl UNIT 900, South San Francisco, CA 94080, USA",Pre-clinical/Startup,AI-based drug screening platform for age-related therapies
Freenome,https://www.freenome.com,Brisbane,"3300 Marina Blvd, Brisbane, CA 94005",Clinical-Stage Biotech,"Multi-omics for early cancer detection.
Liquid biopsy and machine learning for diagnostics"
Frontage,https://www.frontagelab.com/,Hayward,"3825 Bay Center Pl, Hayward, CA 94545, USA",Tools/Services/CDMO,"Contract Research & Development, Clinical Services, CMC Services"
Frontier Bio,https://www.frontierbio.com/,Hayward,"3515 Breakwater Ave, Hayward, CA 94545, USA",Unknown,Engineered Tissues for Medical Testing
Frontier Medicines,https://www.frontiermeds.com/contact,South San Francisco,"151 Oyster Point Blvd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Drug Discovery Using Chemoproteomics Platform
Fujirebio Diagnostics,http://www.tribioscience.com/,Sunnyvale,"365 San Aleso Ave, Sunnyvale, CA 94085, USA",Unknown,Biomarkers
G-Tech Medical,http://gtechmedical.com/,Mountain View,"2490 Hospital Dr, Mountain View, CA 94040, USA",Unknown,EKG for the gut
GABAeron,http://gryphonbio.com/,San Francisco,"Building 83, 611 Gateway Blvd Suite 120 #253, South San Francisco, CA 94080, USA",Pre-clinical/Startup,"Stem-Cell Based Therapy for Alzheimer's, Small Molecules"
GEn1E Lifesciences,https://www.gen1e.com/,Palo Alto,"1895 El Camino Real, Palo Alto, CA 94306, USA",Unknown,Rare Diseases
GRAIL,http://www.grail.com/,Menlo Park,"1525 O'Brien Dr, Menlo Park, CA 94025, USA",Unknown,Cancer diagnostics
GT Apeiron,http://gryphonbio.com/,Burlingame,"Building 83, 611 Gateway Blvd Suite 120 #253, South San Francisco, CA 94080, USA",Pre-clinical/Startup,AI Drug Development
GT Biopharma,http://www.sutrobio.com/,San Francisco,"111 Oyster Point Blvd, South San Francisco, CA 94080, USA",Tools/Services/CDMO,"Antioxidant Therapeutics, Antibodies"
Galvani Bioelectronics,http://www.galvani.bio/,South San Francisco,"259 E Grand Ave., South San Francisco, CA 94080, USA",Unknown,"Miniaturized, implantable devices"
Galvanize Therapeutics,http://galvanizetherapeutics.com/,San Carlos,"3200 Bridge Pkwy, Redwood City, CA 94065, USA",Pre-clinical/Startup,Bronchoscopic therapy that delivers non-thermal pulsed electric fields to the airways
Ganymede,http://ganymede.bio/,Palo Alto,"3000 El Camino Real Bldg. 4, Suite 200, Palo Alto, CA 94306, USA",Unknown,Lab Automation
Garner Biosolutions,https://forniabiosolutions.com/,Hayward,"3876 Bay Center Pl, Hayward, CA 94545, USA",Unknown,Biospecimen Procurement
Gator Bio,http://www.gatorbio.com/,Palo Alto,"2455 Faber Pl, Palo Alto, CA 94303, USA",Unknown,"Next-gen BLI technology for higher signal strength, wider detection range, greater regeneration capabilities."
Gel Company,https://gelcompany.com/,San Francisco,"665 3rd St UNIT 240, San Francisco, CA 94107, USA",Unknown,Gel Imaging
GenEndeavor,https://avirmax.com/,Hayward,"25503 Whitesell St, Hayward, CA 94545, USA",Unknown,Diagnostics
Genascence,,Palo Alto,"925 Page Mill Rd, Palo Alto, CA 94304, USA",Unknown,Musculoskeletal Gene Therapies
GeneFab,https://www.genefab.com,Alameda,"1430 Harbor Bay Parkway, Alameda, CA 94502",Tools/Services/CDMO,CRDMO for Cell & Gene Therapies
GeneGenieDx,https://genegeniedx.com/,Pleasanton,"7068 Koll Center Pkwy suite 402, Pleasanton, CA 94566, USA",Unknown,Developing scalable algorithms and assay solutions to address unmet needs in diagnosis
Genentech,http://www.gene.com/,South San Francisco,"1 DNA Way, South San Francisco, CA 94080, USA",Unknown,"Small Molecules, Biologics"
Gener8,http://www.gener8.net/,San Jose,"2560 Junction Ave, San Jose, CA 95134, USA",Unknown,"Medical Devices Prototyping, Engineering & Design; Biotech Consumables"
General Cardiac Technology,http://www.hearthugger.com/,San Jose,"6155 Almaden Expy #460, San Jose, CA 95120, USA",Unknown,Sternum support harness
General Proximity,http://www.prosetta.com/,San Francisco,"AMCO Building, Parking lot, 670 5th St, San Francisco, CA 94107, USA",Pre-clinical/Startup,Induced-Proximity Medicines
Genesis Therapeutics,http://www.psi-cro.com/,Burlingame,"401 California Dr, Burlingame, CA 94010, USA",Pre-clinical/Startup,AI Drug Discovery
GenexGen,http://www.gene.com/,San Francisco,"1 DNA Way, South San Francisco, CA 94080, USA",Unknown,Restoring Immune Balance
Genoox,https://www.hexagonbio.com/,Palo Alto,"1490 O'Brien Dr, Menlo Park, CA 94025, USA",Unknown,Genetic Data Analysis
Geron,http://www.geron.com/,Foster City,"919 E Hillsdale Blvd Suite 250, Foster City, CA 94404, USA",Unknown,Small Molecule
GigaGen,http://www.gigagen.com/,San Carlos,"75 Shoreway Rd A, San Carlos, CA 94070, USA",Pre-clinical/Startup,Immune therapeutics
GigaMune,,San Francisco,,,Cell Therapies for Solid Tumors
Gilead,https://www.gilead.com/,Foster City,"333 Lakeside Dr, Foster City, CA 94404, USA",Unknown,Small Molecules
Ginkgo Bioworks,https://www.ginkgobioworks.com,Emeryville,"5858 Horton Street, Suite 400, Emeryville, CA 94608",Commercial-Stage Biotech,Automated foundry for organism engineering using robotics and high-throughput screening for synthetic biology applications.
Girihlet,,Oakland,"2945 Webster St, Oakland, CA 94609, USA",Unknown,Diagnostic Technology using TCR Sequencing
Gladstone Institutes,https://gladstone.org,San Francisco,"1650 Owens Street, San Francisco, CA 94158",Academic/Gov't,"Non-profit research institute; strong in data science, immunology, and neurology. Direct structural/comp bio fit."
Glooko,http://www.glooko.com/,Palo Alto,"579 University Ave, Palo Alto, CA 94301, USA",Unknown,Glucose monitoring App
Glycomine,http://glycomine.com/,San Carlos,"953 Indiana St, San Francisco, CA 94107, USA",Pre-clinical/Startup,Glycosylation corrective therapy
Glycyx,http://glycomine.com/,San Francisco,"953 Indiana St, San Francisco, CA 94107, USA",Pre-clinical/Startup,Opioid negation in in cancer immunotherapy
Glyphic Biotechnologies,https://www.glyphicbio.com,Berkeley,"3100 San Pablo Avenue, Suite 201, Berkeley, CA 94702",Pre-clinical/Startup,Next-generation protein sequencing platform to analyze human proteome at single-molecule resolution.
GondolaBio,http://gondolabio.com/,Palo Alto,"3160 Porter Dr Suite 250, Palo Alto, CA 94304, USA",Pre-clinical/Startup,Therapeutics for Genetic Diseases
Gordian Biotechnology,http://www.gordian.bio/,San Francisco,"486 Cabot Rd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Drug Screening Platform
Grace Science,https://www.gracescience.com/,Menlo Park,"1142 Crane St, Menlo Park, CA 94025, USA",Pre-clinical/Startup,"Therapies based on the function of NGLY1, AAV gene therapy, small molecules"
Gravitas Medical,https://www.theranova.com/,San Francisco,"255 Kansas St Suite 300, San Francisco, CA 94103, USA",Unknown,Feeding Tube Monitor
Graybug Vision,https://www.graybug.vision,Redwood City,"203 Shoreline Shores Parkway, Suite 620, Redwood City, CA 94065",Acquired,Ophthalmic drug delivery technologies. Acquired by CalciMedica.
Greenstone Biosciences,https://greenstonebio.com,Palo Alto,"3160 Porter Drive, Suite 140, Palo Alto, CA 94304",Pre-clinical/Startup,Drug discovery using AI/ML and human iPSC-derived organoids. Computational and cell biology focus.
Gritstone bio,https://www.gritstonebio.com,Emeryville,"5959 Horton St, Suite 300, Emeryville, CA 94608",Clinical-Stage Biotech,Personalized cancer immunotherapies using GRITSTONE EDGE™ to identify tumor neoantigens for patient-specific vaccines.
Gryphon Bio,http://gryphonbio.com/,South San Francisco,"Building 83, 611 Gateway Blvd Suite 120 #253, South San Francisco, CA 94080, USA",Unknown,Diagnostics for Brain Health
Guardant Health,https://guardanthealth.com/,Palo Alto,"3100 Hanover St, Palo Alto, CA 94304, USA",Unknown,Biopsy-free Cancer Diagnostics
Gyder Surgical,http://gydersurgical.com/,Palo Alto,"3790 El Camino Real #1159, Palo Alto, CA 94306, USA",Unknown,Surgical Devices
Gynesonics,https://www.synthego.com/,Redwood City,"3696 Haven Ave Suite A, Redwood City, CA 94063, USA",Unknown,Uterine fibroids ablation
HD Medical,https://hdmedicalgroup.com/about/,Santa Clara,"4633 Old Ironsides Dr, Santa Clara, CA 95054, USA",Unknown,Intelligent Stethoscope
HOPO Therapeutics,http://distributedbio.com/,Emeryville,"201 Gateway Blvd, South San Francisco, CA 94080, USA",Unknown,Heavy Metal Poisoning Prevention
HTD Biosystems,https://www.htdcorp.com/,Livermore,"3197 Independence Dr, Livermore, CA 94551, USA",Tools/Services/CDMO,Contract Development
Halo Biosciences,https://www.halolabs.com/,Palo Alto,"1828 El Camino Real # 703, Burlingame, CA 94010, USA",Unknown,Small Molecules
Handa Pharmaceuticals,https://handapharma.com/,San Jose,"2025 Gateway Pl Suite 480, San Jose, CA 95110, USA",Unknown,Specialty pharmaceutical development - generic and 505(b)(2)
HealthBio AI,,Hayward,"26102 Eden Landing Rd #2, Hayward, CA 94545, USA",Unknown,Molecular Diagnostics
HeartBeam,https://www.vibrant-wellness.com/,Santa Clara,"3521 Leonard Ct, Santa Clara, CA 95054, USA",Unknown,Heart Attack Detector
HeartFlow,http://www.heartflow.com/,Mountain View,"331 E Evelyn Ave, Mountain View, CA 94041, USA",Unknown,Coronary heart diseases assessment
Helicore Biopharma,https://www.helix.com/,San Mateo,"101 S Ellsworth Ave #350, San Mateo, CA 94401, USA",Unknown,"Obesity Therapies, Monoclonal Antibody"
Helix,https://www.helix.com/,San Mateo,"101 S Ellsworth Ave #350, San Mateo, CA 94401, USA",Unknown,Genetic Testing
HepaTx Corporation,https://hepatx.com,Palo Alto,"2627 Hanover Street, Palo Alto, CA 94304",Pre-clinical/Startup,Off-the-shelf cell therapies for liver disease based on regenerative medicine.
Herophilus,https://www.herophilus.com/,San Francisco,"1405 Minnesota St, San Francisco, CA 94107, USA",Pre-clinical/Startup,Phenotypic screening to discover novel drugs for complex neurological and psychiatric diseases
Hexagon Bio,https://www.hexagonbio.com/,Menlo Park,"1490 O'Brien Dr, Menlo Park, CA 94025, USA",Pre-clinical/Startup,"Fungal Genomic Sequencing, Possible Therapeutic Applications"
Hinge Bio,https://hingebio.com/,Burlingame,"863 Mitten Rd, Burlingame, CA 94010, USA",Tools/Services/CDMO,Next-generation of multi-functional antibodies and Fc-fusion proteins
Hinge Therapeutics,https://hingebio.com/,Sunnyvale,"863 Mitten Rd, Burlingame, CA 94010, USA",Pre-clinical/Startup,AI Small Molecule Drug Discovery
Hologic,http://www.hologic.com/,Santa Clara,"2520 Mission College Blvd #202, Santa Clara, CA 95054, USA",Unknown,"Diagnostic, Imaging"
Hongene Biotech Corporation,http://hongene.com/,Union City,"29520 Kohoutek Way, Union City, CA 94587, USA",Unknown,"Research chemicals, nucleic acids"
Hospi Corporation,https://www.hospicorp.com/,San Mateo,"1650 S Amphlett Blvd UNIT 201, San Mateo, CA 94402, USA",Unknown,Catheter
Humanity Neurotech,https://neuron23.com/,San Francisco,"343 Oyster Point Blvd suite 120, South San Francisco, CA 94080, USA",Unknown,Brain devices
HypO2Regen,https://www.berkeley.edu/,Berkeley,"Berkeley, CA, USA",Unknown,Regenerative Therapies
I Peace,http://peak-bio.com/,Palo Alto,"3350 W Bayshore Rd, Palo Alto, CA 94303, USA",Unknown,"iPSC Cell Banking, Research Products, Cell Manufacturing"
IDEAYA Biosciences,https://www.ideayabio.com/,South San Francisco,"5000 Shoreline Ct # 300, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Personalized Synthetic Medicines
IGM Biosciences,https://www.igmbio.com,Mountain View,"325 E Middlefield Rd, Mountain View, CA 94043",Clinical-Stage Biotech,"Engineered IgM antibodies.
Novel antibody engineering platform"
IGeneX,https://igenex.com/,Milpitas,"556 Gibraltar Dr, Milpitas, CA 95035, USA",Tools/Services/CDMO,Lyme / tick-borne disease assays
IHP Therapeutics,http://www.iovance.com/,San Carlos,"825 Industrial Rd, San Carlos, CA 94070, USA",Pre-clinical/Startup,Drug Development for Urgent Medical Needs
IMIDomics,,San Rafael,"12 E Sir Francis Drake Blvd, Larkspur, CA 94939, USA",Pre-clinical/Startup,Treatments for immune-mediated inflammatory diseases; Biobank platform
INOMIXO,http://www.nodexus.com/,San Jose,"2130 Gold St #100, San Jose, CA 95002, USA",Unknown,Nano-LC Columns
IRIDEX,http://www.iridex.com/,Mountain View,"1212 Terra Bella Ave, Mountain View, CA 94043, USA",Unknown,Ophthalmic lasers
Idience,https://www.drenbio.com/,San Francisco,"835 Industrial Rd Suite 400, San Carlos, CA 94070, USA",Unknown,Cancer Therapies
IgGenix,http://iggenix.com/,South San Francisco,"681 Gateway Blvd, South San Francisco, CA 94080, USA",Pre-clinical/Startup,Allergy Antibody Therapy
Illumina,http://www.illumina.com/,Hayward,"25861 Industrial Blvd, Hayward, CA 94545, USA",Unknown,"Genomic tools, research products, molecular diagnostics, NGS"
Immune-Onc Therapeutics,http://www.immune-onc.com/,Palo Alto,"795 San Antonio Rd, Palo Alto, CA 94303, USA",Unknown,Immuno-Oncology
ImmuneBridge,,San Francisco,"409 Illinois St, San Francisco, CA 94158, USA",Unknown,Allogeneic immunotherapies for cancer
ImmunoMind,http://www.immunoscience.com/,Berkeley,"6780 Sierra Ct, Dublin, CA 94568, USA",Unknown,AI-powered platform for ultra-fast discovery of biomarkers
Imorgon,https://imorgon.net/imorgon-medical-contact-info/,San Mateo,"1700 S El Camino Real, San Mateo, CA 94402, USA",Unknown,Ultrasound
Imperative Care,http://imperativecare.com/,Campbell,"1359 Dell Ave, Campbell, CA 95008, USA",Unknown,Large Diameter Catheters for stroke care
Imvaria,,Berkeley,,,Digital Biomarker Platform
InCarda Therapeutics,https://incardatherapeutics.com/,Newark,"39899 Balentine Dr Suite 185, Newark, CA 94560, USA",Pre-clinical/Startup,Pulmonary drug delivery
InClin,http://inclin.com/,San Mateo,"155 Bovet Rd # 660, San Mateo, CA 94402, USA",Unknown,"Clinical Research, Consulting"
Inapill,http://energybiosciencesinstitute.org/,Berkeley,"2151 Berkeley Way, Berkeley, CA 94720, USA",Unknown,Small Molecules
Inceptive,http://inceptive.life/,Palo Alto,"3440 Hillview Ave Suite D100, Palo Alto, CA 94304, USA",Unknown,Biological Computers
Incline Therapeutics,https://www.inclinethera.com,Redwood City,"900 Saginaw Dr, Ste 200, Redwood City, CA 94063",Acquired,Transdermal drug delivery system for post-operative pain. Acquired by The Medicines Company.
Indapta Therapeutics,https://www.ucsfhealth.org/providers/dr-nina-shah,San Francisco,"400 Parnassus Ave Fourth Floor, San Francisco, CA 94143, USA",Unknown,allogeneic FcR?-deficient natural killer cells
Indee Labs,https://www.indeelabs.com,Berkeley,"626 Bancroft Way, Suite A, Berkeley, CA 94710",Pre-clinical/Startup,Microfluidics for Intracellular Delivery
Infinimmune,https://infinimmune.com/,Alameda,"1600 Harbor Bay Pkwy Suite 150, Alameda, CA 94502, USA",Pre-clinical/Startup,Human Antibody Therapeutics
Inflammatix,https://inflammatix.com/contact-inflammatix/,Sunnyvale,"540 Oakmead Pkwy, Sunnyvale, CA 94085, USA",Unknown,Sepsis Diagnostics
Initial Therapeutics,http://www.mazetx.com/,South San Francisco,"171 Oyster Point Blvd STE 300, South San Francisco, CA 94080, USA",Unknown,Selective Termination of protein Synthesis Platform
InjectSense,https://www.injectsense.com/,Emeryville,"2000 Powell St Suite 1425, Emeryville, CA 94608, USA",Pre-clinical/Startup,In-vivo monitoring of intra-ocular pressure to assess glaucoma therapy effectiveness
Inkspace Imaging,https://www.inkspaceimaging.com/,Pleasanton,"5635 W Las Positas Blvd Suite 403/404, Pleasanton, CA 94588, USA",Unknown,MRI Body Array
Innophore,http://www.insitro.com/,San Francisco,"279 E Grand Ave., South San Francisco, CA 94080, USA",Unknown,Structural Sequencing Software and AI
